:START_ID,:END_ID,:TYPE
Complete symbolic grounding,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
knowledge base,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
worst-case combinatorial explosion,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Neural approaches rely on multidimensional embeddings and approximate knowledge grounding through gradient-based learning over a continuous parameter space.,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
multidimensional embeddings,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
gradient-based learning,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
continuous parameter space,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
"They are robust against outliers and inaccuracies in data, and scale learning and inference well.",e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
outliers,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
inaccuracies in data,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
learning,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
inference,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Modern deep learning excels in domains such as image classification and machine translation.,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Modern deep learning,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
image classification,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
machine translation,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Neural systems are efficient learners but forfeit transparency.,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Neural systems,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Their decision pathways remain opaque and lack the verifiable interpretability of symbolic inference.,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
decision pathways,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
opaque,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
verifiable interpretability,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
"They tend to memorize, thus undermining reliable generalization beyond observed facts, especially in out-of-distribution domains.",e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
memorization,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
reliable generalization,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
observed facts,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
out-of-distribution domains,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
Probabilistic and approximate inference accommodates ambiguities but yields imprecise logical inference.,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
probabilistic inference,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
approximate inference,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
ambiguities,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
imprecise logical inference,e7cf067fd231ec98de7fd4d7c1a57daf0a17c0460e1c8067f91649f8a34ec4c4,Source
KG generation,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG extraction,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
triples conditioned on input texts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
model weights,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Rule-based information extraction systems,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
heavy feature engineering and domain expertise,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern pipelines,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"named entity recognition, coreference resolution, and relation extraction",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Conditional random fields,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
text preprocessing heuristics,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LSTM and CNN,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
locality bias,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
the pipeline,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding-based approach,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embeddings,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
triple completion and link prediction,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG embedding models,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
long multi-hop chains and handle n-ary/qualified relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding methods,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"a largely closed-world, static graph",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Cold-start entities and evolving KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
expensive retraining or ad-hoc heuristics,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Largest publicly available KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Wikidata and PubGraph,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
unevenly across relation types,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM-based KG generation,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
prompt brittleness and task-framing sensitivity,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Retrieval augmentation,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
inconsistency and knowledge-cutoff issues,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
conflicts between retrieved evidence and LLM parametric knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
nonsensical or unfaithful outputs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Hallucinations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
model size or training data scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
inverse inference (reversal curse),88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Factuality errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
High-stakes domains,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"verification, interpretability, and explainability",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
State-of-the-art LLM capabilities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"model size, dataset scale, and compute are large",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Flawed data sources with misinformation and biases,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Domain adaptation with fine-tuning,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
factuality and coherence but risks catastrophic forgetting,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Continued pretraining,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
more smoothly to a target domain but requires substantial data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Research efforts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
maximizing LLM performance with less data (quality-quantity trade-off),88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
knowledge graphs for global sense-making,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
GraphRAG indexing stage,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
an entity-level KG and partition it into nested communities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
GraphRAG querying stage,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
a subgraph based on community summaries and the query,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
GraphRAG hierarchical design,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
vector-based RAG,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
GraphRAG output accuracy,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"coverage, validity, and factuality of the KG",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Early rule-based information extraction systems demanded heavy feature engineering and domain expertise,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"Modern pipelines sequentially chain machine learning components such as named entity recognition, coreference resolution, and relation extraction",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
These systems require sophisticated text preprocessing heuristics,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Errors propagate over the pipeline,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"Overall, these methods are very labor-intensive, not fully automatic, and hard to scale",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
An embedding-based approach seeks to train ML methods on KGs to capture semantic and structural patterns,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embeddings enable the model to predict missing links and estimate the likelihood of new relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Most KG embedding models operate on local triple patterns,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"They struggle to compose long multi-hop chains, handle negation, or respect ontological constraints",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"Embedding-based approaches assume a largely closed-world, static graph",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Cold-start entities and evolving KGs typically require expensive retraining or ad-hoc heuristics,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"With the tremendous success of LLMs on many NLP tasks, modern research on KG extraction is skewed towards extracting relational knowledge from LLM weights using prompts",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"The widespread adoption of LLMs can be attributed to their versatility across tasks, adaptability to diverse domains, and ease of use",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs are brittle with respect to prompts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG extraction with prompts is biased towards prompt structure and sensitive to task framing,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Retrieval augmentation can mitigate inconsistency and knowledge-cutoff issues,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
It introduces new failure modes such as conflicts between retrieved evidence and LLM parametric knowledge and imperfections in retrieval and ranking,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs hallucinate outputs that are nonsensical or unfaithful to the provided source content,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Hallucinations persist regardless of model size or training data scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Verifying or synthesizing high-quality data at the LLM scale is infeasible,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
There is a fundamental size-quality trade-off in acquiring reliable training data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
In the GraphRAG indexing stage an LLM builds an entity-level KG and then partitions the graph into a hierarchy of nested communities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
In the querying stage GraphRAG extracts a subgraph based on the pre-generated community summaries and the query and uses that subgraph as context to generate answers,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
A poorly constructed KG has incomplete entities or incorrect relationships,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
"GraphRAG produces fragmented, inaccurate, or nonsensical responses",88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
We differentiate KG extraction from KG generation to clarify their advantages limitations and application scopes,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
We classify methods where an LLM plays a pivotal role in the KG construction pipeline under the category of KG generation,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG construction pipeline,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
We refer to all other approaches as KG extraction,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
other approaches,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Early rule-based information extraction systems,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
feature engineering,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
domain expertise,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern pipelines sequentially chain machine learning components often relying on structured or semi-structured data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
machine learning components,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
structured data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
semi-structured data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
These systems,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Long short-term memories and convolutional neural networks introduce locality bias,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Long short-term memories,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
convolutional neural networks,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
pipeline,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
An embedding-based approach seeks to train ML methods on KGs to capture semantic and structural patterns into embeddings,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
embedding-based approach,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
ML methods,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
embeddings,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
model,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
missing links,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
new relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
This approach suffers from selection bias lack of scalability brittleness to KG errors and limited external world knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
This approach,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
selection bias,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
external/world knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Most KG embedding models operate on local triple patterns and struggle to compose long multi-hop chains handle negation or respect ontological constraints,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
local triple patterns,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
multi-hop chains,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
negation,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
ontological constraints,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
They also assume a largely closed-world static graph which requires expensive retraining for cold-start entities and evolving KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
They,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
closed-world static graph,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
cold-start entities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
evolving KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding-based approaches face limitations due to sparsity limited information and vocabulary scale mismatches,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding-based approaches,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
sparsity,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
limited information,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
vocabulary,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
scale mismatches,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding methods are useful in task-specific applications but fall short in extending KGs on their own,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
task-specific applications,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Embedding methods do not generalize well across different KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
different KGs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Cross-KG use requires costly alignment steps and may still suffer from out-of-vocabulary entities relations and schema drift,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Cross-KG use,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
alignment steps,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
out-of-vocabulary entities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
out-of-vocabulary relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
schema drift,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern research on KG extraction is skewed towards extracting relational knowledge from LLM weights using prompts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern research on KG extraction,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM weights,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
prompts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
The widespread adoption of LLMs can be attributed to their versatility adaptability and ease of use,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
versatility,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
adaptability,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
ease of use,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs capture relational knowledge unevenly being more accurate for some types and less accurate for others,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
relational knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
some types,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
other types,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs are brittle with respect to prompts and instruction fine-tuning does not fully address this problem,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
instruction fine-tuning,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG extraction with prompts is biased towards prompt structure,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
KG extraction with prompts,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
prompt structure,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs are sensitive to task-framing and answer consistency can shift with small syntactic changes and slight prompt variations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
task-framing,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
answer consistency,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
syntactic changes,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
prompt variations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Retrieval augmentation can mitigate inconsistency and knowledge-cutoff issues but introduces conflicts between retrieved evidence and LLM's parametric knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
inconsistency,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
knowledge-cutoff issues,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
retrieved evidence,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM's parametric knowledge,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs hallucinate producing nonsensical or unfaithful outputs regardless of model size or training data scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
model size,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
training data scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Some scholars show that hallucinations may be innate to probabilistic generative methods,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Some scholars,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
probabilistic generative methods,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Methods to strengthen LLM reasoning improve accuracy but cannot eliminate nontrivial hallucinations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Methods to strengthen LLM reasoning,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM reasoning,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
accuracy,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
In KG generation LLMs struggle with inverse inference and may fail to infer inverse relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
inverse inference,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
inverse relations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLMs are not factually accurate and factuality errors differ from hallucinations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
factuality errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Verifying or synthesizing high-quality data at the LLM scale is infeasible creating a size-quality trade-off,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Verifying or synthesizing high-quality data,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
LLM scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
size-quality trade-off,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
No current LLM offers the factuality needed for trust and even advanced commercial systems make significant factual errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
current LLMs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
factuality,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
advanced commercial systems,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
factual errors,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
In high-stakes domains verification alone is insufficient since outputs must be interpretable and explainable,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
verification,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
outputs,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
explainability,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
State-of-the-art LLM capabilities emerge only when model size dataset scale and compute reach sufficient magnitude,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
state-of-the-art LLM capabilities,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
dataset scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
compute,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern pretraining corpora often favor scale over domain fidelity,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Modern pretraining corpora,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
scale,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
domain fidelity,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
Flawed data sources with misinformation and biases are a primary driver of hallucinations,88c999ec9794e96c8f16a19855c1c1512c4eb2fa53210cf66021959f5468f553,Source
