name:ID,type,concepts,synsets,:LABEL
Embedding methods do not generalize well across different KGs,event,[],[],Node
different KGs,entity,[],[],Node
Cross-KG use requires costly alignment steps and may still suffer from out-of-vocabulary entities relations and schema drift,event,[],[],Node
Cross-KG use,entity,[],[],Node
alignment steps,entity,[],[],Node
out-of-vocabulary entities,entity,[],[],Node
out-of-vocabulary relations,entity,[],[],Node
schema drift,entity,[],[],Node
Modern research on KG extraction is skewed towards extracting relational knowledge from LLM weights using prompts,event,[],[],Node
Modern research on KG extraction,entity,[],[],Node
LLM weights,entity,[],[],Node
prompts,entity,[],[],Node
The widespread adoption of LLMs can be attributed to their versatility adaptability and ease of use,event,[],[],Node
versatility,entity,[],[],Node
adaptability,entity,[],[],Node
ease of use,entity,[],[],Node
LLMs capture relational knowledge unevenly being more accurate for some types and less accurate for others,event,[],[],Node
relational knowledge,entity,[],[],Node
some types,entity,[],[],Node
other types,entity,[],[],Node
LLMs are brittle with respect to prompts and instruction fine-tuning does not fully address this problem,event,[],[],Node
instruction fine-tuning,entity,[],[],Node
KG extraction with prompts is biased towards prompt structure,event,[],[],Node
KG extraction with prompts,entity,[],[],Node
prompt structure,entity,[],[],Node
LLMs are sensitive to task-framing and answer consistency can shift with small syntactic changes and slight prompt variations,event,[],[],Node
task-framing,entity,[],[],Node
answer consistency,entity,[],[],Node
syntactic changes,entity,[],[],Node
prompt variations,entity,[],[],Node
Retrieval augmentation can mitigate inconsistency and knowledge-cutoff issues but introduces conflicts between retrieved evidence and LLM's parametric knowledge,event,[],[],Node
inconsistency,entity,[],[],Node
knowledge-cutoff issues,entity,[],[],Node
retrieved evidence,entity,[],[],Node
LLM's parametric knowledge,entity,[],[],Node
LLMs hallucinate producing nonsensical or unfaithful outputs regardless of model size or training data scale,event,[],[],Node
model size,entity,[],[],Node
training data scale,entity,[],[],Node
Some scholars show that hallucinations may be innate to probabilistic generative methods,event,[],[],Node
Some scholars,entity,[],[],Node
probabilistic generative methods,entity,[],[],Node
Methods to strengthen LLM reasoning improve accuracy but cannot eliminate nontrivial hallucinations,event,[],[],Node
Methods to strengthen LLM reasoning,entity,[],[],Node
LLM reasoning,entity,[],[],Node
accuracy,entity,[],[],Node
In KG generation LLMs struggle with inverse inference and may fail to infer inverse relations,event,[],[],Node
inverse inference,entity,[],[],Node
inverse relations,entity,[],[],Node
LLMs are not factually accurate and factuality errors differ from hallucinations,event,[],[],Node
factuality errors,entity,[],[],Node
Verifying or synthesizing high-quality data at the LLM scale is infeasible creating a size-quality trade-off,event,[],[],Node
Verifying or synthesizing high-quality data,entity,[],[],Node
LLM scale,entity,[],[],Node
size-quality trade-off,entity,[],[],Node
No current LLM offers the factuality needed for trust and even advanced commercial systems make significant factual errors,event,[],[],Node
current LLMs,entity,[],[],Node
factuality,entity,[],[],Node
advanced commercial systems,entity,[],[],Node
factual errors,entity,[],[],Node
In high-stakes domains verification alone is insufficient since outputs must be interpretable and explainable,event,[],[],Node
verification,entity,[],[],Node
outputs,entity,[],[],Node
explainability,entity,[],[],Node
State-of-the-art LLM capabilities emerge only when model size dataset scale and compute reach sufficient magnitude,event,[],[],Node
state-of-the-art LLM capabilities,entity,[],[],Node
dataset scale,entity,[],[],Node
compute,entity,[],[],Node
Modern pretraining corpora often favor scale over domain fidelity,event,[],[],Node
Modern pretraining corpora,entity,[],[],Node
scale,entity,[],[],Node
domain fidelity,entity,[],[],Node
Flawed data sources with misinformation and biases are a primary driver of hallucinations,event,[],[],Node
Flawed data sources,entity,[],[],Node
misinformation,entity,[],[],Node
biases,entity,[],[],Node
Domain adaptation with fine-tuning can improve factuality and coherence but risks catastrophic forgetting and cross-domain interference,event,[],[],Node
Domain adaptation,entity,[],[],Node
fine-tuning,entity,[],[],Node
coherence,entity,[],[],Node
catastrophic forgetting,entity,[],[],Node
cross-domain interference,entity,[],[],Node
Continued pretraining adapts knowledge more smoothly to a target domain but demands substantial additional data,event,[],[],Node
target domain,entity,[],[],Node
additional data,entity,[],[],Node
Scarcity of diverse high-quality data at the scale required by LLMs is a key barrier to clinical LLM deployment,event,[],[],Node
Scarcity of diverse high-quality data,entity,[],[],Node
clinical LLM deployment,entity,[],[],Node
Transformer model,entity,[],[],Node
long-range dependencies in parallel,entity,[],[],Node
Stackable blocks,entity,[],[],Node
scaling to billions of parameters,entity,[],[],Node
Transformers,entity,[],[],Node
NLP field,entity,[],[],Node
Native transformer self-attention module,entity,[],[],Node
sequential input only,entity,[],[],Node
Graph Transformer Architecture,entity,[],[],Node
graph structure encoded into input or modified attention module,entity,[],[],Node
relation embedding into input graph sequences,entity,[],[],Node
attention weights to reflect spatial distance in input graphs,entity,[],[],Node
"Graphormer (Ying et al., 2021)",entity,[],[],Node
Hierarchical Graph Attention Network (H-GAT),entity,[],[],Node
relation embeddings into semantic graph nodes,entity,[],[],Node
Original H-GAT architecture,entity,[],[],Node
intra-relation and inter-relation attention,entity,[],[],Node
GraphMERT implementation,entity,[],[],Node
inter-relation representations,entity,[],[],Node
token embeddings instead of graph node embeddings,entity,[],[],Node
W_r,entity,[],[],Node
learnable relation embedding matrix,entity,[],[],Node
a_r,entity,[],[],Node
learnable relation embedding,entity,[],[],Node
LeakyReLU,entity,[],[],Node
activation function,entity,[],[],Node
UMLS triples,entity,[],[],Node
reverse test,entity,[],[],Node
UMLS gold triple,entity,[],[],Node
"〈chronic kidney disease, has_finding_site, kidney structure〉",entity,[],[],Node
"Medical studies (Xiao et al., 2024)",entity,[],[],Node
indirect abnormalities in cerebellar gray matter in CKD patients,entity,[],[],Node
"LLMs (Gemini 2.5 Pro, Claude Sonnet 4.5, GPT-5, Grok 4)",entity,[],[],Node
hallucinated or ontologically invalid KG triples,entity,[],[],Node
GraphMERT model,entity,[],[],Node
correct UMLS triple from the same sentence,entity,[],[],Node
Terms like 'gray matter',entity,[],[],Node
associated_with relation rather than has_finding_site,entity,[],[],Node
'kidneys' as top predicted tail,entity,[],[],Node
Gemini 2.5 Pro,entity,[],[],Node
GraphMERT triple candidates,entity,[],[],Node
GraphMERT KG-extraction Framework,entity,[],[],Node
fusion of syntactic and semantic examples,entity,[],[],Node
Chain graph (Ic),entity,[],[],Node
syntactic knowledge from text corpora with semantic examples and relations from seed KG,entity,[],[],Node
LLM helper,entity,[],[],Node
raw semantic token completions into grammatically well-formed triple tails,entity,[],[],Node
"Cloze-style prompts (Petroni et al., 2019)",entity,[],[],Node
extract relational factual knowledge from pre-trained encoder-only models,entity,[],[],Node
BERT,entity,[],[],Node
cloze examples with syntactically plausible but non-factual tokens,entity,[],[],Node
Our approach,entity,[],[],Node
relations into an encoder via graph attention and trains relation embeddings in semantic space,entity,[],[],Node
syntactic structure and leverages syntactic information as context for semantic knowledge,entity,[],[],Node
Transformers let a model learn long-range dependencies in parallel,event,[],[],Node
training is dramatically sped up compared to their predecessors,event,[],[],Node
Their stackable blocks enable scaling to billions of parameters,event,[],[],Node
transformers currently dominate the NLP field,event,[],[],Node
The native transformer self-attention module handles only sequential input,event,[],[],Node
to enable training of a transformer on graphical input the graph structure must either be encoded into the input or the attention module must be modified,event,[],[],Node
We encode relation embedding into input graph sequences,event,[],[],Node
we modify attention weights to reflect spatial distance in input graphs,event,[],[],Node
We take inspiration from Graphormer,event,[],[],Node
we implement our model with alternative graph encodings tailored to language tasks,event,[],[],Node
H-GAT fuses relation embeddings into semantic graph nodes,event,[],[],Node
the graph sequences are passed to the transformer layers,event,[],[],Node
We discard unnecessary inter-relation representations and use a simplified architecture with token embeddings,event,[],[],Node
we tailor H-GAT to chain vocabulary graphs,event,[],[],Node
The new tail token fuses the relation embedding with its initial tail token embedding and all head token embeddings,event,[],[],Node
the tail token embedding integrates relation and head token information,event,[],[],Node
We design a simple reverse test using UMLS triples,event,[],[],Node
we sample a ground-truth triple from UMLS,event,[],[],Node
We manually create a sequence that implies a weak connection between CKD and cerebellar gray matter,event,[],[],Node
we want an example appropriate for the associated_with relation,event,[],[],Node
We prompt strong general-purpose LLMs to infer the triple from the sentence,event,[],[],Node
these models frequently hallucinate relations or return ontologically invalid outputs,event,[],[],Node
These models frequently hallucinate relations or return ontologically invalid outputs,event,[],[],Node
their outputs show spurious correlations instead of semantic connections,event,[],[],Node
Our GraphMERT model recovers the correct UMLS triple from the same sentence,event,[],[],Node
strong general-purpose LLMs that produced non-factual or misaligned triples,event,[],[],Node
This example underscores that adhering to biomedical ontologies matters,event,[],[],Node
structure-aware training is essential for preventing errors like miscasting gray matter with finding_site,event,[],[],Node
GraphMERT is trained on the fusion of syntactic and semantic examples and augments syntactic data with semantic tails,event,[],[],Node
GraphMERT can predict novel semantic token completions using syntactic information as context,event,[],[],Node
"lets a transformer model long-range dependencies in parallel, dramatically speeding up training compared to their predecessors.",event,[],[],Node
transformer model,entity,[],[],Node
long-range dependencies,entity,[],[],Node
predecessors,entity,[],[],Node
Their stackable blocks enable scaling to billions of parameters.,event,[],[],Node
stackable blocks,entity,[],[],Node
billions of parameters,entity,[],[],Node
"Due to their scalability and unprecedented versatility on language tasks, transformers currently dominate the NLP field.",event,[],[],Node
language tasks,entity,[],[],Node
transformers,entity,[],[],Node
"Yet, the native transformer self-attention module handles only sequential input.",event,[],[],Node
native transformer self-attention module,entity,[],[],Node
sequential input,entity,[],[],Node
"To enable training of a transformer on graphical input, the graph structure must either be encoded into the input or the attention module must be modified.",event,[],[],Node
training of a transformer,entity,[],[],Node
graphical input,entity,[],[],Node
graph structure,entity,[],[],Node
input,entity,[],[],Node
attention module,entity,[],[],Node
We do both: (1) encode relation embedding into input graph sequences and (2) modify attention weights to reflect spatial distance in input graphs.,event,[],[],Node
relation embedding,entity,[],[],Node
input graph sequences,entity,[],[],Node
attention weights,entity,[],[],Node
spatial distance,entity,[],[],Node
input graphs,entity,[],[],Node
"To implement our model, we take inspiration from Graphormer (Ying et al., 2021) but design alternative graph encodings tailored to language tasks as well.",event,[],[],Node
our model,entity,[],[],Node
Graphormer,entity,[],[],Node
alternative graph encodings,entity,[],[],Node
"To incorporate semantic relations into GraphMERT, we combine a generic transformer architecture with a hierarchical graph attention network (H-GAT).",event,[],[],Node
semantic relations,entity,[],[],Node
generic transformer architecture,entity,[],[],Node
hierarchical graph attention network,entity,[],[],Node
H-GAT,entity,[],[],Node
H-GAT fuses relation embeddings into semantic graph nodes before passing the graph sequences to the transformer layers.,event,[],[],Node
relation embeddings,entity,[],[],Node
semantic graph nodes,entity,[],[],Node
graph sequences,entity,[],[],Node
transformer layers,entity,[],[],Node
The original H-GAT architecture hierarchically combines intra-relation and inter-relation attention to derive node embeddings by aggregating the embeddings of the neighbors of the graph node.,event,[],[],Node
original H-GAT architecture,entity,[],[],Node
intra-relation attention,entity,[],[],Node
inter-relation attention,entity,[],[],Node
node embeddings,entity,[],[],Node
embeddings of the neighbors,entity,[],[],Node
graph node,entity,[],[],Node
"To tailor H-GAT to our input, we discard the unnecessary inter-relation representations and use the simplified architecture with token embeddings instead of graph node embeddings.",event,[],[],Node
simplified architecture,entity,[],[],Node
token embeddings,entity,[],[],Node
graph node embeddings,entity,[],[],Node
"In the GraphMERT implementation, given a triple < h, r, t > - head, relation, tail, where head and tail are represented by { h1, .., hm } and { t1, .., tn } at the token level, for any given tail token ti we have: where Wr is a learnable relation embedding matrix, ar is a learnable relation embedding, and LeakyReLU is an activation function.",event,[],[],Node
triple,entity,[],[],Node
head tokens {h1..hm},entity,[],[],Node
tail tokens {t1..tn},entity,[],[],Node
tail token ti,entity,[],[],Node
Wr,entity,[],[],Node
relation embedding matrix,entity,[],[],Node
ar,entity,[],[],Node
Then the final node embedding for the tail token is given by:,event,[],[],Node
final node embedding,entity,[],[],Node
tail token,entity,[],[],Node
"Thus, the new tail token t'i fuses the relation embedding via Wr and ar with its initial tail token embedding ti and all head token embeddings { h1, ..., hm }.",event,[],[],Node
new tail token t'i,entity,[],[],Node
initial tail token embedding ti,entity,[],[],Node
head token embeddings {h1..hm},entity,[],[],Node
What follows is a motivating example to demonstrate the importance of reliability in our proposed pipeline.,event,[],[],Node
motivating example,entity,[],[],Node
importance of reliability,entity,[],[],Node
proposed pipeline,entity,[],[],Node
"To do this, we design a simple 'reverse test' using Unified Medical Language System (UMLS) triples.",event,[],[],Node
simple 'reverse test',entity,[],[],Node
Unified Medical Language System,entity,[],[],Node
"First, we sample a ground-truth triple from UMLS: 〈 chronic kidney disease, has_finding_site, kidney structure 〉.",event,[],[],Node
ground-truth triple,entity,[],[],Node
UMLS,entity,[],[],Node
chronic kidney disease,entity,[],[],Node
has_finding_site,entity,[],[],Node
kidney structure,entity,[],[],Node
"Next, we manually create a sequence that implies a weak connection between CKD and cerebellar gray matter abnormalities.",event,[],[],Node
manually created sequence,entity,[],[],Node
CKD,entity,[],[],Node
cerebellar gray matter abnormalities,entity,[],[],Node
"We craft this sequence so that it reflects recent medical studies on brain imaging in patients with CKD, which show indirect abnormalities in the cerebellar gray matter.",event,[],[],Node
sequence,entity,[],[],Node
recent medical studies,entity,[],[],Node
brain imaging,entity,[],[],Node
patients with CKD,entity,[],[],Node
indirect abnormalities,entity,[],[],Node
cerebellar gray matter,entity,[],[],Node
"Even with this indirect correlation, the logical triple should remain 〈 chronic kidney disease, has_finding_site, kidney structure 〉, as found in UMLS.",event,[],[],Node
indirect correlation,entity,[],[],Node
logical triple,entity,[],[],Node
"Next, we prompt strong general-purpose LLMs (Gemini 2.5 Pro, Claude Sonnet 4.5, GPT-5, and Grok 4) to infer the triple from the sentence.",event,[],[],Node
general-purpose LLMs,entity,[],[],Node
Claude Sonnet 4.5,entity,[],[],Node
GPT-5,entity,[],[],Node
Grok 4,entity,[],[],Node
sentence,entity,[],[],Node
"Despite fluent rationales, these models frequently hallucinate relations or return ontologically invalid outputs, yielding triples that are non-factual or misaligned with UMLS constraints.",event,[],[],Node
models,entity,[],[],Node
fluent rationales,entity,[],[],Node
ontologically invalid outputs,entity,[],[],Node
UMLS constraints,entity,[],[],Node
Their outputs seem to show spurious correlations instead of semantic connections.,event,[],[],Node
their outputs,entity,[],[],Node
spurious correlations,entity,[],[],Node
"In contrast, our GraphMERT model, trained as detailed in the following sections, recovers the correct UMLS triple from the same sentence.",event,[],[],Node
following sections,entity,[],[],Node
correct UMLS triple,entity,[],[],Node
This example underscores that adhering to biomedical ontologies matters.,event,[],[],Node
example,entity,[],[],Node
adhering to biomedical ontologies,entity,[],[],Node
Terms like 'gray matter' should be used with an associated_with relation rather than being miscast with finding_site.,event,[],[],Node
terms 'gray matter',entity,[],[],Node
associated_with relation,entity,[],[],Node
finding_site,entity,[],[],Node
Structure-aware training is essential for preventing such errors.,event,[],[],Node
structure-aware training,entity,[],[],Node
errors,entity,[],[],Node
This is only possible with the proposed GraphMERT pipeline.,event,[],[],Node
proposed GraphMERT pipeline,entity,[],[],Node
"Please complete the following medical KG triple (head, relation, tail): (chronic kidney disease, has_finding_site, ...) based on the sequence: Chronic kidney disease (CKD) is a renal disorder.",event,[],[],Node
medical KG triple,entity,[],[],Node
Chronic kidney disease (CKD),entity,[],[],Node
renal disorder,entity,[],[],Node
RoBERTa-style encoder-only transformer,entity,[],[],Node
MLM + MNM objectives,entity,[],[],Node
Leafy chain graph,entity,[],[],Node
syntactic space and semantic space,entity,[],[],Node
Chain graph roots,entity,[],[],Node
syntactic space,entity,[],[],Node
Chain graph leaves,entity,[],[],Node
semantic tail nodes from seed KG,entity,[],[],Node
"leaf token embeddings, relation embeddings, and head token embeddings",entity,[],[],Node
Embedding layer,entity,[],[],Node
initial leaf embeddings with derived semantic embeddings,entity,[],[],Node
Attention decay mask,entity,[],[],Node
spatial distances between graph nodes,entity,[],[],Node
Exponential decay mask,entity,[],[],Node
shortest-path distances with square-rooted exponent,entity,[],[],Node
Floyd-Warshall algorithm,entity,[],[],Node
shortest path for every node pair,entity,[],[],Node
Masking schema for leaves,entity,[],[],Node
entire leaf spans rather than subsets,entity,[],[],Node
Relation embeddings,entity,[],[],Node
backpropagation through H-GAT from masked leaves,entity,[],[],Node
semantic triples for leaf injection,entity,[],[],Node
clean domain-specific data and diverse vocabulary,entity,[],[],Node
Data cleaning,entity,[],[],Node
hallucinations during KG extraction,entity,[],[],Node
Similarity filter,entity,[],[],Node
external KG triples with target training data,entity,[],[],Node
Helper LLM,entity,[],[],Node
domain-specific head discovery,entity,[],[],Node
Entity linking pipeline,entity,[],[],Node
text entities to UMLS Concept Unique Identifiers,entity,[],[],Node
SapBERT,entity,[],[],Node
vector embeddings for biomedical terms,entity,[],[],Node
ANN algorithm,entity,[],[],Node
top-k similar UMLS entity embeddings,entity,[],[],Node
Span-masking schema,entity,[],[],Node
alignment among top-k tokens predicted within a leaf,entity,[],[],Node
Attention weights,entity,[],[],Node
exponential decay mask,entity,[],[],Node
Dropout on relation embeddings,entity,[],[],Node
overfitting on scarce semantic examples,entity,[],[],Node
GraphMERT predicts a masked tail to complete a triple,event,[],[],Node
it is designed as a masked node modeling (MNM) task,event,[],[],Node
GraphMERT learns syntactic representations from text corpora via the MLM learning objective,event,[],[],Node
GraphMERT predicts masked tails with MNM,event,[],[],Node
We create a new textual data format that encapsulates semantic triples,event,[],[],Node
GraphMERT can perform encoder-only extraction,event,[],[],Node
GraphMERT performs syntactic-to-semantic knowledge conversion during prediction,event,[],[],Node
the sentences in the dataset represent the syntactic space and the KG triples represent the semantic space,event,[],[],Node
We propose leafy chain graph encoding that unifies the semantic and syntactic representations,event,[],[],Node
chain graph roots lie in the syntactic space and leaves lie in the semantic space,event,[],[],Node
Leaves play a crucial role in training semantic relation embeddings,event,[],[],Node
they carry injected semantic tail tokens from the seed KG,event,[],[],Node
All chain graphs have a fixed number of root nodes and a fixed number of leaves per root node,event,[],[],Node
"the input graph class can be described using node encoding, semantic leaf relation encodings, and spatial distances",event,[],[],Node
We parse the dataset into chain graphs with <pad> tokens in all leaf positions keeping only root nodes non-empty,event,[],[],Node
we populate the empty leaves with semantic nodes and their relations from the seed KG,event,[],[],Node
Most leaf nodes are pads while some contain semantic tail tokens from the seed KG,event,[],[],Node
the graphical input has regularity that simplifies the choice of graph encodings,event,[],[],Node
GraphMERT is a RoBERTa-style encoder-only transformer integrated with H-GAT,event,[],[],Node
it is trained with the MLM + MNM objective,event,[],[],Node
"H-GAT fuses leaves, relations, and head embeddings resulting in fused node features",event,[],[],Node
the derived embedding replaces the initial leaf embedding encoding the whole semantic triple,event,[],[],Node
Masking leaf nodes enables the training of relation embeddings with backpropagation,event,[],[],Node
gradients flow back to relation embeddings through H-GAT during training,event,[],[],Node
The attention decay mask encodes the spatial distance between graph nodes,event,[],[],Node
attention between two nodes decreases with respect to their distance,event,[],[],Node
We introduce a square root in the exponent of the exponential mask,event,[],[],Node
vocabulary sequence graphs experimentally need a smoother attention decay with respect to the shortest path,event,[],[],Node
GraphMERT jointly pretrains using MLM over syntactic tokens and MNM over semantic leaves,event,[],[],Node
the transformer token encoder is coupled with the H-GAT relation encoder aligning surface form and KG semantics,event,[],[],Node
In the semantic space we mask all the leaf tokens whenever a leaf span is selected,event,[],[],Node
relation embeddings must receive gradients from the entire tail to capture its full meaning,event,[],[],Node
The seed KG is a set of domain-specific triples that serve as initial relation examples,event,[],[],Node
the seed KG defines the relation set for the extracted KG,event,[],[],Node
We apply a similarity filter to the seed KG against the training data,event,[],[],Node
the selected triples align with the target domain and identify triples most relevant to the context,event,[],[],Node
For domain-specific head discovery in the dataset we use a helper LLM,event,[],[],Node
we obtain candidate mappings to position triples within the semantic space,event,[],[],Node
Entity linking uses SapBERT to produce vector embeddings for discovered entities and UMLS entities,event,[],[],Node
we can efficiently retrieve similar UMLS concepts using an ANN algorithm,event,[],[],Node
"To complete a triple, it predicts a masked tail",event,[],[],Node
masked tail,entity,[],[],Node
GraphMERT also learns syntactic representations from text corpora via the MLM learning objective,event,[],[],Node
syntactic representations,entity,[],[],Node
MLM learning objective,entity,[],[],Node
We create a new textual data format that encapsulates semantic triples and engineer GraphMERT to work in this space,event,[],[],Node
new textual data format,entity,[],[],Node
semantic triples,entity,[],[],Node
semantic space,entity,[],[],Node
The sentences in the dataset represent the syntactic space,event,[],[],Node
sentences,entity,[],[],Node
dataset,entity,[],[],Node
The KG triples represent the semantic space,event,[],[],Node
KG triples,entity,[],[],Node
We propose leafy chain graph encoding that unifies the semantic and syntactic representations into a joint representation,event,[],[],Node
leafy chain graph encoding,entity,[],[],Node
semantic representations,entity,[],[],Node
"Chain graph roots lie in the syntactic space and leaves, along with their relations, lie in the semantic space",event,[],[],Node
chain graph roots,entity,[],[],Node
leaves,entity,[],[],Node
relations,entity,[],[],Node
semantic relation embeddings,entity,[],[],Node
All chain graphs have a fixed number of root nodes and the number of leaves per root node is also fixed,event,[],[],Node
chain graphs,entity,[],[],Node
root nodes,entity,[],[],Node
"Leaves of the same root are connected, introducing a shortest-path linkage between them",event,[],[],Node
root,entity,[],[],Node
shortest-path linkage,entity,[],[],Node
All edges are undirected,event,[],[],Node
edges,entity,[],[],Node
"We parse the dataset into chain graphs with <pad> tokens in all leaf positions, keeping only root nodes non-empty",event,[],[],Node
<pad> tokens,entity,[],[],Node
leaf positions,entity,[],[],Node
We populate the empty leaves with semantic nodes and their relations from the seed KG in a separate pipeline step,event,[],[],Node
empty leaves,entity,[],[],Node
semantic nodes,entity,[],[],Node
leaf nodes,entity,[],[],Node
pads,entity,[],[],Node
semantic tail tokens,entity,[],[],Node
The core architectural challenge in graph transformer design lies in encoding graphs into a sequential input for attention-based learning,event,[],[],Node
core architectural challenge,entity,[],[],Node
graph transformer design,entity,[],[],Node
encoding graphs,entity,[],[],Node
attention-based learning,entity,[],[],Node
The proposed GraphMERT is a RoBERTa-style encoder-only transformer integrated with H-GAT trained with the MLM + MNM objective,event,[],[],Node
MLM,entity,[],[],Node
MNM,entity,[],[],Node
The input consists of chain graphs with a fixed number of root and leaf nodes,event,[],[],Node
"Node encoding, semantic leaf relation encodings, and spatial distances between node pairs are sufficient to describe the input graph class",event,[],[],Node
node encoding,entity,[],[],Node
semantic leaf relation encodings,entity,[],[],Node
spatial distances,entity,[],[],Node
node pairs,entity,[],[],Node
input graph class,entity,[],[],Node
The two core components of GraphMERT that encapsulate graph encoding are the input embedding layer and the attention decay mask,event,[],[],Node
input embedding layer,entity,[],[],Node
attention decay mask,entity,[],[],Node
H-GAT encodes semantic triples in the embedding layer,event,[],[],Node
embedding layer,entity,[],[],Node
"H-GAT fuses leaves, relations, and head embeddings resulting in fused node feature",event,[],[],Node
head embeddings,entity,[],[],Node
fused node feature,entity,[],[],Node
Attention weights are multiplied by a function that exponentially decreases with pairwise distance,event,[],[],Node
function,entity,[],[],Node
pairwise distance,entity,[],[],Node
The embedding layer processes root nodes along with their leaves and semantic relations for each injected leaf node,event,[],[],Node
injected leaf node,entity,[],[],Node
"For every injected triple, its head lies in the root space and its tail lies in the leaf space",event,[],[],Node
injected triple,entity,[],[],Node
root space,entity,[],[],Node
leaf space,entity,[],[],Node
The embedding block fuses every leaf token embedding with its relation and all its head tokens via H-GAT,event,[],[],Node
embedding block,entity,[],[],Node
leaf token embedding,entity,[],[],Node
head tokens,entity,[],[],Node
"The derived embedding replaces the initial leaf embedding, effectively encoding the whole semantic triple into the leaf embedding space",event,[],[],Node
derived embedding,entity,[],[],Node
initial leaf embedding,entity,[],[],Node
semantic triple,entity,[],[],Node
leaf embedding space,entity,[],[],Node
Masking leaf nodes during training enables the training of relation embeddings with backpropagation,event,[],[],Node
masking leaf nodes,entity,[],[],Node
backpropagation,entity,[],[],Node
graph nodes,entity,[],[],Node
We use an exponential function with base 0 < λ < 1 and the shortest path in the exponent,event,[],[],Node
exponential function,entity,[],[],Node
λ,entity,[],[],Node
shortest path,entity,[],[],Node
We introduce a square root in the exponent to obtain a smoother attention decay,event,[],[],Node
square root,entity,[],[],Node
exponent,entity,[],[],Node
attention decay,entity,[],[],Node
"For every injected triple, H-GAT fuses each leaf token with the relation and all the head tokens, yielding an embedding of the same dimension as the initial leaf token embedding",event,[],[],Node
leaf token,entity,[],[],Node
embedding,entity,[],[],Node
The masked nodes (both roots and leaves) contribute to the loss calculation,event,[],[],Node
masked nodes,entity,[],[],Node
roots,entity,[],[],Node
loss calculation,entity,[],[],Node
"For masked leaves, the gradient flows back to them through H-GAT, updating the relation embeddings",event,[],[],Node
masked leaves,entity,[],[],Node
gradient,entity,[],[],Node
The shortest path for every node pair is calculated using the Floyd-Warshall algorithm,event,[],[],Node
node pair,entity,[],[],Node
The exponential decay mask is an N × N matrix defined with p as a learnable parameter and λ as a hyperparameter,event,[],[],Node
N × N matrix,entity,[],[],Node
p,entity,[],[],Node
"For sp(i, j) ≤ p the activation function GELU zeroes the exponent making the mask close to zero",event,[],[],Node
"sp(i, j)",entity,[],[],Node
GELU,entity,[],[],Node
mask,entity,[],[],Node
embedding-based retrieval,entity,[],[],Node
top 10 UMLS candidates,entity,[],[],Node
character-level 3-grams,entity,[],[],Node
entity names,entity,[],[],Node
Jaccard similarity,entity,[],[],Node
3-gram sets,entity,[],[],Node
Jaccard similarity score,entity,[],[],Node
0.5,entity,[],[],Node
entities that pass both stages,entity,[],[],Node
Linked UMLS Entities,entity,[],[],Node
Contextual triple selection,entity,[],[],Node
contextually relevant triples,entity,[],[],Node
triple head,entity,[],[],Node
linked entity,entity,[],[],Node
Gemini embedding model textembedding-004,entity,[],[],Node
input sequences and linearized triples,entity,[],[],Node
cosine similarity,entity,[],[],Node
semantic relevance scores,entity,[],[],Node
retrieved triples,entity,[],[],Node
top 40 triples per linked entity,entity,[],[],Node
KG injection algorithm,entity,[],[],Node
seed KG triples,entity,[],[],Node
injection algorithm,entity,[],[],Node
triples to chain graph semantic space,entity,[],[],Node
H-GAT and transformer attention,entity,[],[],Node
injected chain graphs,entity,[],[],Node
contextual relevance and relation diversity,entity,[],[],Node
design goals,entity,[],[],Node
elimination of low-relevance triples,entity,[],[],Node
one triple injected per head,entity,[],[],Node
diversified injected relations,entity,[],[],Node
explicit graph triples from internal representations,entity,[],[],Node
helper LLM,entity,[],[],Node
predicted tail tokens into coherent phrases,entity,[],[],Node
head entities and relations for prediction,entity,[],[],Node
user-defined threshold β,entity,[],[],Node
GraphMERT-predicted triples by semantic similarity,entity,[],[],Node
LLM-generated KG pipeline,entity,[],[],Node
open information extraction on text chunks,entity,[],[],Node
relationships to a predefined relation set,entity,[],[],Node
exact string matching,entity,[],[],Node
multiple mentions into unique entity nodes,entity,[],[],Node
Retrieve the top 10 UMLS candidates based on cosine similarity of their embeddings,event,[],[],Node
Subject the top candidates to fine-grained filtering based on string similarity,event,[],[],Node
Represent each entity name as a set of character-level 3-grams,event,[],[],Node
We can compare entity names using standard set-based similarity metrics,event,[],[],Node
Compute Jaccard similarity between the 3-gram sets of the source entity and each of the 10 candidate entities,event,[],[],Node
A candidate entity can be confirmed as a valid link only if its Jaccard similarity score is greater than the threshold,event,[],[],Node
Set the Jaccard similarity threshold to 0.5 based on manual inspection,event,[],[],Node
Candidates with Jaccard similarity scores greater than 0.5 are confirmed as valid links,event,[],[],Node
Entities that pass both embedding-based retrieval and string-matching filtering,event,[],[],Node
Are considered the final Linked UMLS Entities and are used for the following task,event,[],[],Node
Complete the entity linking stage,event,[],[],Node
Associate each input sequence with a set of UMLS concepts,event,[],[],Node
"A single concept can be involved in hundreds of triples, many irrelevant to the source text",event,[],[],Node
A crucial subsequent step is to identify and select only the most contextually relevant triples for each sequence,event,[],[],Node
Perform semantic similarity matching of triples to dataset sequences,event,[],[],Node
Find the most relevant triples for each sequence,event,[],[],Node
The triple head should almost literally match one of the entities discovered in Step (I),event,[],[],Node
Pick the top triples whose tails are semantically close to the sequence,event,[],[],Node
All matched triples,event,[],[],Node
The injection algorithm that selects top-scoring triples and limits the number of equivalent triples,event,[],[],Node
